,id,prod,cat,video_id,aspect,negative,neutral,positive
0,4,Earphone,Apple,f3DfJxvkN-8,features,0.057080507,0.21066965,0.73224986
0,4,Earphone,Apple,f3DfJxvkN-8,wireless,0.06327719,0.224205,0.7125178
0,4,Earphone,Apple,f3DfJxvkN-8,sound quality,0.06055458,0.19625568,0.7431897
0,4,Earphone,Apple,f3DfJxvkN-8,comfort,0.06184206,0.21153583,0.7266221
0,4,Earphone,Apple,f3DfJxvkN-8,technology,0.06238197,0.21525894,0.722359
0,4,Earphone,Apple,f3DfJxvkN-8,design,0.06346709,0.21807744,0.71845543
0,4,Earphone,Apple,f3DfJxvkN-8,noise cancellation,0.05151169,0.1546764,0.7938119
0,5,Earphone,Apple,xnPl9RPFLkE,features,0.0059307697,0.17741117,0.8166581
0,5,Earphone,Apple,xnPl9RPFLkE,wireless,0.0053287223,0.16090938,0.83376193
0,5,Earphone,Apple,xnPl9RPFLkE,sound quality,0.0046095103,0.14349212,0.8518983
0,5,Earphone,Apple,xnPl9RPFLkE,comfort,0.0056951838,0.18479955,0.8095052
0,5,Earphone,Apple,xnPl9RPFLkE,technology,0.0052759806,0.14455463,0.8501694
0,5,Earphone,Apple,xnPl9RPFLkE,design,0.005595212,0.17750867,0.8168961
0,5,Earphone,Apple,xnPl9RPFLkE,noise cancellation,0.005120484,0.1463869,0.8484926
0,6,Earphone,Apple,xnPl9RPFLkE,features,0.7107482,0.23259655,0.05665522
0,6,Earphone,Apple,xnPl9RPFLkE,wireless,0.31414872,0.4384459,0.2474054
0,6,Earphone,Apple,xnPl9RPFLkE,sound quality,0.6106363,0.31993815,0.0694256
0,6,Earphone,Apple,xnPl9RPFLkE,comfort,0.5249994,0.43437546,0.04062519
0,6,Earphone,Apple,xnPl9RPFLkE,technology,0.6030772,0.3490147,0.047908098
0,6,Earphone,Apple,xnPl9RPFLkE,design,0.73631465,0.21603912,0.047646258
0,6,Earphone,Apple,xnPl9RPFLkE,noise cancellation,0.5440292,0.3733265,0.08264431
0,7,Earphone,Apple,xnPl9RPFLkE,features,0.40523183,0.4502706,0.14449762
0,7,Earphone,Apple,xnPl9RPFLkE,wireless,0.7329432,0.22186433,0.045192454
0,7,Earphone,Apple,xnPl9RPFLkE,sound quality,0.74887115,0.085693054,0.16543587
0,7,Earphone,Apple,xnPl9RPFLkE,comfort,0.29395556,0.11779316,0.5882513
0,7,Earphone,Apple,xnPl9RPFLkE,technology,0.7179627,0.14751866,0.13451865
0,7,Earphone,Apple,xnPl9RPFLkE,design,0.51843137,0.11027529,0.37129337
0,7,Earphone,Apple,xnPl9RPFLkE,noise cancellation,0.7820641,0.084649034,0.1332869
0,8,Earphone,Apple,xnPl9RPFLkE,features,0.0055555855,0.08216941,0.912275
0,8,Earphone,Apple,xnPl9RPFLkE,wireless,0.0067302603,0.15148792,0.8417818
0,8,Earphone,Apple,xnPl9RPFLkE,sound quality,0.0033457275,0.028014142,0.9686402
0,8,Earphone,Apple,xnPl9RPFLkE,comfort,0.0042543784,0.035036907,0.96070874
0,8,Earphone,Apple,xnPl9RPFLkE,technology,0.00430831,0.04810925,0.9475824
0,8,Earphone,Apple,xnPl9RPFLkE,design,0.005551908,0.04976278,0.9446853
0,8,Earphone,Apple,xnPl9RPFLkE,noise cancellation,0.0041946173,0.02662616,0.9691793
0,9,Earphone,Apple,xnPl9RPFLkE,features,0.032984946,0.14233793,0.82467717
0,9,Earphone,Apple,xnPl9RPFLkE,wireless,0.06675823,0.16047758,0.7727642
0,9,Earphone,Apple,xnPl9RPFLkE,sound quality,0.0337487,0.17997374,0.78627753
0,9,Earphone,Apple,xnPl9RPFLkE,comfort,0.056671243,0.19191463,0.7514142
0,9,Earphone,Apple,xnPl9RPFLkE,technology,0.09025133,0.2808685,0.62888014
0,9,Earphone,Apple,xnPl9RPFLkE,design,0.09420864,0.3162491,0.5895423
0,9,Earphone,Apple,xnPl9RPFLkE,noise cancellation,0.08392502,0.18836698,0.727708
0,10,Earphone,Apple,LcI6F_GPwfE,features,0.10323987,0.7667007,0.1300594
0,10,Earphone,Apple,LcI6F_GPwfE,wireless,0.10491269,0.7676033,0.12748398
0,10,Earphone,Apple,LcI6F_GPwfE,sound quality,0.10328261,0.76783204,0.12888539
0,10,Earphone,Apple,LcI6F_GPwfE,comfort,0.10396891,0.7678747,0.12815642
0,10,Earphone,Apple,LcI6F_GPwfE,technology,0.104829684,0.7658355,0.12933472
0,10,Earphone,Apple,LcI6F_GPwfE,design,0.11479545,0.75478363,0.13042091
0,10,Earphone,Apple,LcI6F_GPwfE,noise cancellation,0.10521552,0.76653963,0.12824486
0,11,Earphone,Apple,LcI6F_GPwfE,features,0.06574933,0.27145594,0.6627947
0,11,Earphone,Apple,LcI6F_GPwfE,wireless,0.06842277,0.2799275,0.65164965
0,11,Earphone,Apple,LcI6F_GPwfE,sound quality,0.07667735,0.32082915,0.60249346
0,11,Earphone,Apple,LcI6F_GPwfE,comfort,0.0712695,0.29436564,0.63436484
0,11,Earphone,Apple,LcI6F_GPwfE,technology,0.06959276,0.28930518,0.6411021
0,11,Earphone,Apple,LcI6F_GPwfE,design,0.047035035,0.17113782,0.78182715
0,11,Earphone,Apple,LcI6F_GPwfE,noise cancellation,0.43850648,0.2971959,0.2642976
0,12,Earphone,Apple,LcI6F_GPwfE,features,0.06311689,0.05383073,0.88305235
0,12,Earphone,Apple,LcI6F_GPwfE,wireless,0.06545716,0.050544567,0.8839983
0,12,Earphone,Apple,LcI6F_GPwfE,sound quality,0.06553498,0.05064432,0.8838208
0,12,Earphone,Apple,LcI6F_GPwfE,comfort,0.0656409,0.050124995,0.88423413
0,12,Earphone,Apple,LcI6F_GPwfE,technology,0.06686408,0.050064735,0.88307124
0,12,Earphone,Apple,LcI6F_GPwfE,design,0.06922399,0.0523505,0.87842554
0,12,Earphone,Apple,LcI6F_GPwfE,noise cancellation,0.06932329,0.052193593,0.8784831
0,13,Earphone,Apple,LcI6F_GPwfE,features,0.109729655,0.65766555,0.23260477
0,13,Earphone,Apple,LcI6F_GPwfE,wireless,0.11078238,0.65453714,0.23468047
0,13,Earphone,Apple,LcI6F_GPwfE,sound quality,0.14104868,0.61464596,0.2443054
0,13,Earphone,Apple,LcI6F_GPwfE,comfort,0.10720788,0.66052294,0.23226915
0,13,Earphone,Apple,LcI6F_GPwfE,technology,0.106214754,0.65870243,0.23508278
0,13,Earphone,Apple,LcI6F_GPwfE,design,0.10693808,0.6557816,0.23728032
0,13,Earphone,Apple,LcI6F_GPwfE,noise cancellation,0.10723594,0.64926416,0.24349993
0,14,Earphone,Apple,LcI6F_GPwfE,features,0.21408992,0.48637488,0.29953516
0,14,Earphone,Apple,LcI6F_GPwfE,wireless,0.19840625,0.5099364,0.29165736
0,14,Earphone,Apple,LcI6F_GPwfE,sound quality,0.23046151,0.467083,0.30245546
0,14,Earphone,Apple,LcI6F_GPwfE,comfort,0.23136719,0.44154733,0.32708552
0,14,Earphone,Apple,LcI6F_GPwfE,technology,0.23345268,0.5093263,0.25722098
0,14,Earphone,Apple,LcI6F_GPwfE,design,0.21143737,0.40305027,0.38551232
0,14,Earphone,Apple,LcI6F_GPwfE,noise cancellation,0.23901571,0.45440382,0.30658048
0,15,Earphone,Apple,Gvvo6vUpJRc,features,0.31986815,0.36528403,0.31484783
0,15,Earphone,Apple,Gvvo6vUpJRc,wireless,0.32093036,0.36946952,0.30960014
0,15,Earphone,Apple,Gvvo6vUpJRc,sound quality,0.33030823,0.32098556,0.34870616
0,15,Earphone,Apple,Gvvo6vUpJRc,comfort,0.34170645,0.32795867,0.3303348
0,15,Earphone,Apple,Gvvo6vUpJRc,technology,0.32658604,0.32518885,0.34822512
0,15,Earphone,Apple,Gvvo6vUpJRc,design,0.33622256,0.2985362,0.3652412
0,15,Earphone,Apple,Gvvo6vUpJRc,noise cancellation,0.32379058,0.42042175,0.25578764
0,16,Earphone,Apple,Gvvo6vUpJRc,features,0.83826774,0.03314014,0.12859213
0,16,Earphone,Apple,Gvvo6vUpJRc,wireless,0.841419,0.033254273,0.12532674
0,16,Earphone,Apple,Gvvo6vUpJRc,sound quality,0.8394486,0.032099646,0.12845176
0,16,Earphone,Apple,Gvvo6vUpJRc,comfort,0.82974434,0.030785443,0.13947022
0,16,Earphone,Apple,Gvvo6vUpJRc,technology,0.83795947,0.03322725,0.12881319
0,16,Earphone,Apple,Gvvo6vUpJRc,design,0.8443974,0.029227227,0.12637535
0,16,Earphone,Apple,Gvvo6vUpJRc,noise cancellation,0.84352803,0.031785678,0.12468634
0,17,Earphone,Apple,Gvvo6vUpJRc,features,0.13817039,0.11453841,0.74729115
0,17,Earphone,Apple,Gvvo6vUpJRc,wireless,0.15096368,0.13023296,0.7188034
0,17,Earphone,Apple,Gvvo6vUpJRc,sound quality,0.13076678,0.109885536,0.7593477
0,17,Earphone,Apple,Gvvo6vUpJRc,comfort,0.1273296,0.110404655,0.76226574
0,17,Earphone,Apple,Gvvo6vUpJRc,technology,0.13567324,0.1127708,0.751556
0,17,Earphone,Apple,Gvvo6vUpJRc,design,0.13778454,0.112531446,0.74968404
0,17,Earphone,Apple,Gvvo6vUpJRc,noise cancellation,0.14329132,0.08957045,0.7671383
0,18,Earphone,Apple,Gvvo6vUpJRc,features,0.7860026,0.027495034,0.18650235
0,18,Earphone,Apple,Gvvo6vUpJRc,wireless,0.78961086,0.027401255,0.18298794
0,18,Earphone,Apple,Gvvo6vUpJRc,sound quality,0.7888988,0.027605115,0.18349607
0,18,Earphone,Apple,Gvvo6vUpJRc,comfort,0.78494316,0.027014632,0.18804218
0,18,Earphone,Apple,Gvvo6vUpJRc,technology,0.7918178,0.026853608,0.18132858
0,18,Earphone,Apple,Gvvo6vUpJRc,design,0.80425054,0.025261106,0.17048834
0,18,Earphone,Apple,Gvvo6vUpJRc,noise cancellation,0.7958604,0.03020928,0.1739303
0,19,Earphone,Apple,Gvvo6vUpJRc,features,0.5620244,0.17232804,0.26564747
0,19,Earphone,Apple,Gvvo6vUpJRc,wireless,0.55141026,0.14497729,0.30361247
0,19,Earphone,Apple,Gvvo6vUpJRc,sound quality,0.5803764,0.14139383,0.27822977
0,19,Earphone,Apple,Gvvo6vUpJRc,comfort,0.5804416,0.1642041,0.25535434
0,19,Earphone,Apple,Gvvo6vUpJRc,technology,0.5268236,0.16790876,0.3052676
0,19,Earphone,Apple,Gvvo6vUpJRc,design,0.64776194,0.14065488,0.21158323
0,19,Earphone,Apple,Gvvo6vUpJRc,noise cancellation,0.5618364,0.10598021,0.33218336
0,20,Earphone,Apple,UdfSrJvqY_E,features,0.02700848,0.16787018,0.80512136
0,20,Earphone,Apple,UdfSrJvqY_E,wireless,0.024902375,0.16201396,0.8130837
0,20,Earphone,Apple,UdfSrJvqY_E,sound quality,0.028951345,0.18084835,0.7902003
0,20,Earphone,Apple,UdfSrJvqY_E,comfort,0.026632527,0.16170584,0.8116616
0,20,Earphone,Apple,UdfSrJvqY_E,technology,0.02715903,0.16996276,0.8028782
0,20,Earphone,Apple,UdfSrJvqY_E,design,0.026783617,0.15139729,0.82181907
0,20,Earphone,Apple,UdfSrJvqY_E,noise cancellation,0.029373093,0.17038815,0.8002387
0,21,Earphone,Apple,UdfSrJvqY_E,features,0.024093563,0.07965742,0.89624906
0,21,Earphone,Apple,UdfSrJvqY_E,wireless,0.02454477,0.07972378,0.8957314
0,21,Earphone,Apple,UdfSrJvqY_E,sound quality,0.025243644,0.07953458,0.8952218
0,21,Earphone,Apple,UdfSrJvqY_E,comfort,0.022886151,0.07756321,0.8995506
0,21,Earphone,Apple,UdfSrJvqY_E,technology,0.024545977,0.08158105,0.893873
0,21,Earphone,Apple,UdfSrJvqY_E,design,0.023437874,0.077815875,0.89874625
0,21,Earphone,Apple,UdfSrJvqY_E,noise cancellation,0.02503012,0.079411946,0.89555794
0,22,Earphone,Apple,UdfSrJvqY_E,features,0.30692166,0.417637,0.27544135
0,22,Earphone,Apple,UdfSrJvqY_E,wireless,0.296586,0.44980666,0.25360742
0,22,Earphone,Apple,UdfSrJvqY_E,sound quality,0.33782873,0.3923366,0.26983467
0,22,Earphone,Apple,UdfSrJvqY_E,comfort,0.31562984,0.40383545,0.28053474
0,22,Earphone,Apple,UdfSrJvqY_E,technology,0.30789274,0.41263655,0.27947068
0,22,Earphone,Apple,UdfSrJvqY_E,design,0.32329443,0.39989272,0.27681288
0,22,Earphone,Apple,UdfSrJvqY_E,noise cancellation,0.30823174,0.44927508,0.24249314
0,23,Earphone,Apple,UdfSrJvqY_E,features,0.22975264,0.20894642,0.56130093
0,23,Earphone,Apple,UdfSrJvqY_E,wireless,0.2168009,0.17205755,0.6111415
0,23,Earphone,Apple,UdfSrJvqY_E,sound quality,0.19106016,0.16890958,0.64003026
0,23,Earphone,Apple,UdfSrJvqY_E,comfort,0.2271333,0.17678387,0.5960828
0,23,Earphone,Apple,UdfSrJvqY_E,technology,0.22128156,0.1721429,0.6065755
0,23,Earphone,Apple,UdfSrJvqY_E,design,0.23091097,0.17852569,0.5905633
0,23,Earphone,Apple,UdfSrJvqY_E,noise cancellation,0.18051149,0.17093414,0.6485543
0,24,Earphone,Apple,UdfSrJvqY_E,features,0.04557522,0.14292523,0.81149954
0,24,Earphone,Apple,UdfSrJvqY_E,wireless,0.04459424,0.13454421,0.8208616
0,24,Earphone,Apple,UdfSrJvqY_E,sound quality,0.03969103,0.09237539,0.86793363
0,24,Earphone,Apple,UdfSrJvqY_E,comfort,0.04858124,0.112721354,0.83869743
0,24,Earphone,Apple,UdfSrJvqY_E,technology,0.051062066,0.13213207,0.8168059
0,24,Earphone,Apple,UdfSrJvqY_E,design,0.04945594,0.12324879,0.8272953
0,24,Earphone,Apple,UdfSrJvqY_E,noise cancellation,0.027760997,0.06194579,0.9102932
0,25,Earphone,Apple,zHAB4qDsgKY,features,0.11208554,0.6584436,0.22947083
0,25,Earphone,Apple,zHAB4qDsgKY,wireless,0.10865578,0.67325515,0.21808904
0,25,Earphone,Apple,zHAB4qDsgKY,sound quality,0.12122003,0.64750904,0.23127091
0,25,Earphone,Apple,zHAB4qDsgKY,comfort,0.13085309,0.65011317,0.21903372
0,25,Earphone,Apple,zHAB4qDsgKY,technology,0.11654111,0.6499838,0.23347503
0,25,Earphone,Apple,zHAB4qDsgKY,design,0.11427479,0.65248644,0.23323877
0,25,Earphone,Apple,zHAB4qDsgKY,noise cancellation,0.11761913,0.6567939,0.22558697
0,26,Earphone,Apple,zHAB4qDsgKY,features,0.15649977,0.28921503,0.5542852
0,26,Earphone,Apple,zHAB4qDsgKY,wireless,0.10960457,0.30600482,0.5843906
0,26,Earphone,Apple,zHAB4qDsgKY,sound quality,0.15245542,0.28574997,0.5617946
0,26,Earphone,Apple,zHAB4qDsgKY,comfort,0.13741736,0.27537894,0.58720374
0,26,Earphone,Apple,zHAB4qDsgKY,technology,0.14208515,0.2892017,0.56871307
0,26,Earphone,Apple,zHAB4qDsgKY,design,0.15423091,0.27626285,0.5695063
0,26,Earphone,Apple,zHAB4qDsgKY,noise cancellation,0.15057516,0.28333053,0.56609434
0,27,Earphone,Apple,zHAB4qDsgKY,features,0.29023144,0.5585185,0.15125002
0,27,Earphone,Apple,zHAB4qDsgKY,wireless,0.25135186,0.5931822,0.15546598
0,27,Earphone,Apple,zHAB4qDsgKY,sound quality,0.28841043,0.5674704,0.14411916
0,27,Earphone,Apple,zHAB4qDsgKY,comfort,0.2796091,0.57240045,0.14799048
0,27,Earphone,Apple,zHAB4qDsgKY,technology,0.2872592,0.562702,0.15003887
0,27,Earphone,Apple,zHAB4qDsgKY,design,0.2880844,0.5644282,0.14748737
0,27,Earphone,Apple,zHAB4qDsgKY,noise cancellation,0.28000194,0.57665485,0.14334321
0,28,Earphone,Apple,zHAB4qDsgKY,features,0.4741532,0.3947504,0.13109645
0,28,Earphone,Apple,zHAB4qDsgKY,wireless,0.40586263,0.33829635,0.25584105
0,28,Earphone,Apple,zHAB4qDsgKY,sound quality,0.47888398,0.39602792,0.12508802
0,28,Earphone,Apple,zHAB4qDsgKY,comfort,0.47849664,0.38870168,0.13280167
0,28,Earphone,Apple,zHAB4qDsgKY,technology,0.46228963,0.40318513,0.13452524
0,28,Earphone,Apple,zHAB4qDsgKY,design,0.47977343,0.3911349,0.12909168
0,28,Earphone,Apple,zHAB4qDsgKY,noise cancellation,0.46450412,0.40395987,0.13153607
0,29,Earphone,Apple,zHAB4qDsgKY,features,0.40553325,0.30494738,0.2895194
0,29,Earphone,Apple,zHAB4qDsgKY,wireless,0.5136773,0.23317936,0.25314328
0,29,Earphone,Apple,zHAB4qDsgKY,sound quality,0.57813585,0.19657159,0.22529255
0,29,Earphone,Apple,zHAB4qDsgKY,comfort,0.50979555,0.22216646,0.26803797
0,29,Earphone,Apple,zHAB4qDsgKY,technology,0.5089674,0.22514881,0.26588383
0,29,Earphone,Apple,zHAB4qDsgKY,design,0.51863116,0.21804187,0.2633269
0,29,Earphone,Apple,zHAB4qDsgKY,noise cancellation,0.37255737,0.13781467,0.48962796
0,30,Earphone,Apple,cG8PXdTlDag,features,0.04309921,0.18412466,0.77277607
0,30,Earphone,Apple,cG8PXdTlDag,wireless,0.045363184,0.18821368,0.7664231
0,30,Earphone,Apple,cG8PXdTlDag,sound quality,0.042381037,0.16050921,0.7971098
0,30,Earphone,Apple,cG8PXdTlDag,comfort,0.042076655,0.16821031,0.789713
0,30,Earphone,Apple,cG8PXdTlDag,technology,0.044655878,0.18336062,0.7719835
0,30,Earphone,Apple,cG8PXdTlDag,design,0.05510338,0.18581149,0.7590851
0,30,Earphone,Apple,cG8PXdTlDag,noise cancellation,0.053853676,0.20255497,0.74359137
0,31,Earphone,Apple,cG8PXdTlDag,features,0.15479721,0.06466317,0.7805396
0,31,Earphone,Apple,cG8PXdTlDag,wireless,0.1842635,0.08562833,0.7301082
0,31,Earphone,Apple,cG8PXdTlDag,sound quality,0.15560287,0.06457314,0.779824
0,31,Earphone,Apple,cG8PXdTlDag,comfort,0.14315575,0.058655407,0.79818875
0,31,Earphone,Apple,cG8PXdTlDag,technology,0.15674184,0.06542743,0.7778307
0,31,Earphone,Apple,cG8PXdTlDag,design,0.15490767,0.06438495,0.7807073
0,31,Earphone,Apple,cG8PXdTlDag,noise cancellation,0.16122751,0.065174475,0.77359796
0,32,Earphone,Apple,cG8PXdTlDag,features,0.028905764,0.064135544,0.9069587
0,32,Earphone,Apple,cG8PXdTlDag,wireless,0.033366114,0.07195435,0.8946795
0,32,Earphone,Apple,cG8PXdTlDag,sound quality,0.033031162,0.071840785,0.895128
0,32,Earphone,Apple,cG8PXdTlDag,comfort,0.031602386,0.06718751,0.9012101
0,32,Earphone,Apple,cG8PXdTlDag,technology,0.03169146,0.07047453,0.89783406
0,32,Earphone,Apple,cG8PXdTlDag,design,0.0322121,0.068493366,0.89929456
0,32,Earphone,Apple,cG8PXdTlDag,noise cancellation,0.029662147,0.060309052,0.91002876
0,33,Earphone,Apple,cG8PXdTlDag,features,0.11813295,0.7036158,0.17825124
0,33,Earphone,Apple,cG8PXdTlDag,wireless,0.111435056,0.6801606,0.2084044
0,33,Earphone,Apple,cG8PXdTlDag,sound quality,0.21682578,0.645894,0.13728029
0,33,Earphone,Apple,cG8PXdTlDag,comfort,0.107747644,0.71027863,0.18197367
0,33,Earphone,Apple,cG8PXdTlDag,technology,0.110331535,0.70832574,0.18134275
0,33,Earphone,Apple,cG8PXdTlDag,design,0.11166327,0.7069379,0.18139887
0,33,Earphone,Apple,cG8PXdTlDag,noise cancellation,0.122441605,0.71465343,0.16290489
0,34,Earphone,Apple,cG8PXdTlDag,features,0.240065,0.30462748,0.45530754
0,34,Earphone,Apple,cG8PXdTlDag,wireless,0.23808017,0.30742463,0.45449525
0,34,Earphone,Apple,cG8PXdTlDag,sound quality,0.26163825,0.30144748,0.43691424
0,34,Earphone,Apple,cG8PXdTlDag,comfort,0.24438877,0.2926716,0.4629396
0,34,Earphone,Apple,cG8PXdTlDag,technology,0.2424314,0.299526,0.45804262
0,34,Earphone,Apple,cG8PXdTlDag,design,0.40026855,0.25193563,0.34779587
0,34,Earphone,Apple,cG8PXdTlDag,noise cancellation,0.23286878,0.22913645,0.5379948
0,35,Earphone,Apple,MrUhzYdcX6w,features,0.05100153,0.13852857,0.81046987
0,35,Earphone,Apple,MrUhzYdcX6w,wireless,0.051862292,0.1408608,0.8072769
0,35,Earphone,Apple,MrUhzYdcX6w,sound quality,0.06719282,0.15831742,0.77448976
0,35,Earphone,Apple,MrUhzYdcX6w,comfort,0.051066376,0.13670167,0.81223196
0,35,Earphone,Apple,MrUhzYdcX6w,technology,0.05071567,0.13715817,0.81212616
0,35,Earphone,Apple,MrUhzYdcX6w,design,0.05022835,0.12716722,0.8226044
0,35,Earphone,Apple,MrUhzYdcX6w,noise cancellation,0.05341908,0.13912366,0.80745727
0,36,Earphone,Apple,MrUhzYdcX6w,features,0.058147147,0.5137607,0.4280922
0,36,Earphone,Apple,MrUhzYdcX6w,wireless,0.056227993,0.5272287,0.41654333
0,36,Earphone,Apple,MrUhzYdcX6w,sound quality,0.060947888,0.5315208,0.40753132
0,36,Earphone,Apple,MrUhzYdcX6w,comfort,0.059711967,0.49520218,0.44508585
0,36,Earphone,Apple,MrUhzYdcX6w,technology,0.059525143,0.5164175,0.42405745
0,36,Earphone,Apple,MrUhzYdcX6w,design,0.058997907,0.5227405,0.41826156
0,36,Earphone,Apple,MrUhzYdcX6w,noise cancellation,0.056008164,0.45297512,0.49101672
0,37,Earphone,Apple,MrUhzYdcX6w,features,0.05688052,0.20202766,0.7410918
0,37,Earphone,Apple,MrUhzYdcX6w,wireless,0.05837671,0.20091176,0.7407115
0,37,Earphone,Apple,MrUhzYdcX6w,sound quality,0.05739889,0.19709775,0.74550337
0,37,Earphone,Apple,MrUhzYdcX6w,comfort,0.05701189,0.19669744,0.7462907
0,37,Earphone,Apple,MrUhzYdcX6w,technology,0.056159165,0.19643924,0.7474016
0,37,Earphone,Apple,MrUhzYdcX6w,design,0.0568835,0.19523022,0.74788624
0,37,Earphone,Apple,MrUhzYdcX6w,noise cancellation,0.0540276,0.17008154,0.7758909
0,38,Earphone,Apple,MrUhzYdcX6w,features,0.059758294,0.2160531,0.72418857
0,38,Earphone,Apple,MrUhzYdcX6w,wireless,0.06155306,0.2196326,0.7188144
0,38,Earphone,Apple,MrUhzYdcX6w,sound quality,0.06226137,0.21840999,0.71932864
0,38,Earphone,Apple,MrUhzYdcX6w,comfort,0.07337291,0.21916649,0.7074606
0,38,Earphone,Apple,MrUhzYdcX6w,technology,0.060629535,0.21378599,0.7255845
0,38,Earphone,Apple,MrUhzYdcX6w,design,0.06162618,0.21341062,0.7249631
0,38,Earphone,Apple,MrUhzYdcX6w,noise cancellation,0.11679996,0.2613824,0.6218177
0,39,Earphone,Apple,MrUhzYdcX6w,features,0.054698903,0.2288127,0.71648836
0,39,Earphone,Apple,MrUhzYdcX6w,wireless,0.09868177,0.20013022,0.701188
0,39,Earphone,Apple,MrUhzYdcX6w,sound quality,0.0653693,0.1576983,0.77693236
0,39,Earphone,Apple,MrUhzYdcX6w,comfort,0.09130985,0.16992636,0.73876375
0,39,Earphone,Apple,MrUhzYdcX6w,technology,0.08820875,0.1650967,0.74669456
0,39,Earphone,Apple,MrUhzYdcX6w,design,0.10075576,0.18299316,0.7162511
0,39,Earphone,Apple,MrUhzYdcX6w,noise cancellation,0.028600996,0.023567244,0.9478318
0,40,Earphone,Apple,JdTBIHX-r0M,features,0.04499075,0.86009693,0.09491232
0,40,Earphone,Apple,JdTBIHX-r0M,wireless,0.052915145,0.8031137,0.14397113
0,40,Earphone,Apple,JdTBIHX-r0M,sound quality,0.046229552,0.85372823,0.10004218
0,40,Earphone,Apple,JdTBIHX-r0M,comfort,0.05239528,0.8271457,0.12045902
0,40,Earphone,Apple,JdTBIHX-r0M,technology,0.04580338,0.8578342,0.09636245
0,40,Earphone,Apple,JdTBIHX-r0M,design,0.046305235,0.84936506,0.10432967
0,40,Earphone,Apple,JdTBIHX-r0M,noise cancellation,0.04513265,0.85318977,0.101677515
0,41,Earphone,Apple,JdTBIHX-r0M,features,0.04826478,0.5330518,0.41868353
0,41,Earphone,Apple,JdTBIHX-r0M,wireless,0.055658314,0.5578193,0.38652244
0,41,Earphone,Apple,JdTBIHX-r0M,sound quality,0.056546967,0.49943042,0.4440226
0,41,Earphone,Apple,JdTBIHX-r0M,comfort,0.05217866,0.48208785,0.46573347
0,41,Earphone,Apple,JdTBIHX-r0M,technology,0.05692937,0.42598042,0.51709026
0,41,Earphone,Apple,JdTBIHX-r0M,design,0.050152298,0.3992964,0.55055135
0,41,Earphone,Apple,JdTBIHX-r0M,noise cancellation,0.054417893,0.48900986,0.45657232
0,42,Earphone,Apple,JdTBIHX-r0M,features,0.27401167,0.11038222,0.61560607
0,42,Earphone,Apple,JdTBIHX-r0M,wireless,0.28529677,0.11627437,0.59842885
0,42,Earphone,Apple,JdTBIHX-r0M,sound quality,0.26906127,0.10757008,0.62336874
