channel,video_id,prod,cat,transcript,start_time,end_time,duration
Unbox Therapy,G5QdOWHkkBU,Phone,Apple,finally got the new iPhones iPhone 15 iPhone 15 plus iPhone 15 Pro and iPhone 15 Pro Max now the color selection I have in here it was deliberate not necessarily my first choices but ones that I thought would be good to take a look at and compare first up we had to get one in the natural titanium this is a 15 Pro and natural titanium and it's actually a one terabyte version which is complete Overkill if you saw my how not to order an iPhone 15 video I think for most people one terabyte is kind of uh probably diminishing returns when you consider the cost but this was the only natural titanium I could get when I ordered it and I definitely wanted to show off a natural titanium so that's the spec on that one and by the way these like last I checked delivery times had slipped into October and for the pro Mac natural titanium into November so apparently this is a very hot color that people are interested in next up for the regular iPhone 15. now you guys remember from my how not to order the iPhone 15 video I said that for the standard 15 Baseline model I would personally be interested in the blue so that's what we have here they just call it blue it's like that very very light blue color so we'll check that out we've also got a yellow I was the most skeptical of I said I would not order the yellow for myself personally but because of that I wanted to get one for this unboxing video to see does it truly look as bad as I think it might I mean it is the palest Demis yellow that I don't even and then last is another interesting color the blue titanium a new color which kind of looked like the darker titanium colors in general like this one has a little bit of a blue tone to it so it could be interesting that gives us one of each model 15 Pro 15 regular 15 plus and of course 15 Pro Max unboxing experience similar these things have just continued to get more and more slender there's less and less inside the package and that's not exclusive to Apple that's for all smartphone brands that have now stopped including a ton of extras two little pull tabs this is extremely frustration free no blade even necessary here's our first Glimpse at the natural titanium okay for sure this phone got lighter I can just tell I handled this device often enough to know that you know it feels lighter in the hand we have the brushed titanium look it's already Gathering some fingerprints there apparently this is more of an issue on the darker colors we'll do our testing over there as well but yeah you're gonna tarnish it a little bit it's titanium hopefully Mo can pick that up there it does gather fingerprints immediately on the titanium frame but titanium is such a cool material when they say natural titanium it kind of messed with your mind a little bit or at least it did for me because sometimes I'm ordering clothes like a natural hoodie or something and it actually has like a beige tone to it when you think of natural but they're just meaning here like this is the color of titanium it looks like a brushed kind of Steel color so camera module cut out power switch over here volume up and down and then obviously the new action button look at this this is so strange to see on an iPhone for the first time USBC on the bottom of the device no more lightning connector we've also got speakers in that location as well inside the package not a ton I think we're going to get some stickers a white Apple sticker not a natural titanium sticker a Sim tool a little bit more paperwork and then a braided USBC to C cable it's white it's not any type of like special color to go with the natural titanium no more power adapter included in the box and you might be thinking about what your options are for that our partners at anchor have plenty of solutions for you including this little guy this is a 20 watt power brick which is the same size as Apple's existing 5 watt power brick look at this they're I mean basically the same size either is pocketable and,0.079,621.843,464.2010000000003
Unbox Therapy,G5QdOWHkkBU,Phone,Apple,one is 20 and the other is five now Apple also sells their very own 20 watt adapter but that gets quite a bit larger and actually more expensive than anker's variant but Anker has a bunch of other products too including their very own high powered type c cables to match the aesthetic and then there's some new power Banks they just put out also this nano power bank is capable of 30 watt recharge I like the fact that you can kind of hang this one you've also got a USB a and another USBC there's another little power bank option here which plugs in just like this sits on the bottom 22.5 watt capable nano power bank USBC connection for iPhone now and not just Android devices you can use this for all your different devices including your other iOS devices that were already on USBC now what about when you're at home or traveling maybe on the desktop or even on the bedside table check out how slim this little power cable is power strip they've actually designed it so that the receptacle extends to receive the entirety of the power brick USBC USB a another usba and then one more type c so lots of Versatility here this is called the six in One charging station and it's 67 watt capable now I know most people have moved on from this 5 watt brick but there's still out there I still see people recharging their modern smartphone with a USB a 5 watt Apple power brake believe it or not if you are committed to this form factor and you want something extremely small then that's where the Nano Pro comes in you can have that but still get the 20 watts that your device can take advantage of so what we'll do is unbox two of these phones we'll plug one into the 5 watt adapter and one into the 20 watt adapter just to Showcase how big of a difference that is you can go check the description for pricing you're also going to save money on this right now to go with your new iPhone so go click those links and pick up a nano Pro from Anker for faster charging in a similar little form factor all right next up let's reach for the iPhone 15 blue and this is actually the base model and so therefore it is the most affordable iPhone 15 at the moment I'm having a hard time figuring out what to recommend to people I was actually just having a conversation with the viewer of the channel randomly in public that's even lighter than I thought it was going to be and he said what should I get should I get the iPhone 15 what do you think do I need the pro and then he was going over his finances with me and I was like well hard to say these are all expensive of devices I think bang for your buck for somebody in that boat for somebody who is concerned about the upgrade costs coming from a much older iPhone very reluctant to upgrade probably the 15 is sufficient the other thing I should mention speaking of light weight these have gotten a lot closer now because of the titanium aspect the titanium construction on the pro model the blue is more prominent in the frame rather than the actual back plate really dims the bluishness and instead it almost looks white I don't mind it it's just extremely light keep that in mind so in the hand we're talking about an extremely comparable user experience we've got USBC joining the party on the standard iPhone 15 as well we've got a slightly different placement for the SIM tray we have our separate volume buttons and no action button instead you maintain your switch which I don't know for some people that might be a preference they may prefer the existing switch we've got our power switch over on the other side and the camera hump not as significant still got plenty of wobble there slightly less maybe do we have blue stickers nope just going to get a white sticker they simplified all right next up we have the controversial yellow I believe in my last iphone 15 video I think I referred to this as urine colored iPhone yellow I don't know gotta wait and see things can sometimes appear differently I wasn't the only one a lot,233.28,621.843,450.96000000000004
Unbox Therapy,G5QdOWHkkBU,Phone,Apple,of people were saying hey these colors are extremely subdued this year nothing is very vibrant kind of pale yeah hahaha that is a weird that is weird like how you have I don't know if this is showing up for you Mo but there's nothing pleasing about this color to me at all it's a barely there yellow a reasonably hydrated urine which increases in its Amber tone when you get to the camera I don't know who wants this color the frame I don't mind it's kind of more of like a light gold but like the actual phone itself that is a a rather odd Choice from Apple the same otherwise compared to the non-plus model we've still got our USBC here we've got our switch which remains intact obviously battery sizes display sizes are going to be different if you guys are curious about the e-sim thing here in Canada we're still having the SIM tray even though these devices are simultaneously esim compatible or capable however in some markets they could be esim only so this is the granddaddy the pro Max and this is in blue titanium and it is the base model 256 storage base for the Promax the base for the standard phone is 128. I think this is a beautiful color this is a very nice color this one is better in real life than in the images it is a very very deep blue almost towards black with the mirrored blue finish up in the camera section here and the matte finish everywhere else from a fingerprint perspective also a bit of a magnet because of that titanium aspect I don't know for me my initial reaction is so what it's titanium that's so cool like a titanium phone like just the attributes of titanium are so cool and lighter definitely which makes a bigger difference on a bigger phone you know if you were sort of borderline if you wanted a Max device now it's a little bit lighter it's a little bit less of a brick in my pocket pretty cool so check this out these are now set up and the first thing that you are prompted by on the pro and pro Max model is to configure your action button press and hold to turn silent mode on and off you can also customize the action button to open camera turn on flashlight or access a favorite iPhone feature okay so let me click customize we'll see what some of the options are silent mode yeah we know about that Focus so do not disturb that's nice straight into the camera flashlight voice memo magnifier a shortcut to an app for now for the purpose of demonstration we'll do flashlight here we go that's a that's an action button flashlight press and hold it's off press and hold it's on press and hold its off I can see this being useful I mean look I like buttons I like switches I like versatility I like the fact that it doesn't have to be something by default but instead it's encouraging you to configure it and they even built that little initial interface in order to encourage you to do so this display is bright that is a very nice looking display on the pro Max let's boost the brightness on the standard Pro also extremely bright let's do a quick display comparison while we're here yeah more pop on the pro have you not seen that yet what was it you haven't seen this yet no no you don't blow on it you just tap them like that to exchange contacts nearby share have you seen that before yeah it's subtle but this display is a slight step slight Step Above let's go to the regular 15. this display looks better than the regular Pro it looks better than the plus it looks better than the standard iPhone 15 subtle they all look good so let's test the speakers let's start with regular iPhone 15 audio test full volume [Music] foreign 15 plus [Music] iPhone 15.,459.12,621.843,510.52000000000015
Unbox Therapy,G5QdOWHkkBU,Phone,Apple,[Music] 15 plus [Music] the plus has more bass yeah let's go to the pro [Music] foreign [Music] I would say and then last up Pro Max which should sound the best [Music] [Music] take away here the bigger phones just sound better there's obviously subtle differences beyond that I don't know maybe maybe the 15 plus might sound the best but it's very similar they're close cameras okay let's bring over our favorite plant within the pro lineup the max model gives you the advantage of having more reach on the zoom lens what that means for you is five times Optical I'll go in order of short to Long here is 0.5 x followed by 1X which they're calling 24 millimeter 2x which they don't bother representing in millimeter form and then 5X damn that 5x is nice very beautiful bokeh like in the background so this is exclusive to the pro Max model if you really want that extra reach and this is where you're going to be looking if I load up the standard pro model the layout is identical except in this situation the furthest reaches 3x so 0.5 1 two and three so to get an idea of the difference in reach that's what 3x is going to give you that's what 5x is going to give you so quite different but I don't know at a sporting event or something you could take advantage of 5x a concert I don't need to tell you these these cameras are great performers and now we have this new 5x Zoom which is one of the better Optical zooms I've seen Now we move over to the standard iPhone 15. our options once again are different we go from 0.5 to 1 and then to 2X and we end there it's kind of funny you go up the the list here and you get closer and closer the more money you spend the closer you get to your subject standard model 0.5 one two they all look great we're talking about cameras on smartphones in 2023 they do all have Dynamic Island it's a tried and true form there's people watching this video that are sitting there saying it's not different enough I agree like it's there's nothing shocking about it it's iterative I said this in previous videos hey you put a little button over here you throw an action button on there you're changing material to Titanium how big of a deal is that to the general public most of the conversations I'm having in public it's not that big of a deal you asked Tim Cook he'll be telling you these are the best iPhones we've ever made as they should be they're the most recent version but how much better than the previous version for me this this is going to sound crazy but for me the most compelling new feature is USBC and that's kind of sad it just took too long oh but seriously like I just hated having to have separate cables even separate cables within Apple's ecosystem I was ready for that to be done and now that we have type c here this feels to me like a modern 2023 device the other thing I should mention one of my favorite aspects of iPhones in general is the video modes these are some of the best video Shooters out there period it has an incredibly smooth and pleasing smartphone video capability 4K here 4K 60. look at the bokeh look at the Focus fall off look at the 60 frames look at the smoothness and I'm gonna move around this plant look how smooth this camera move is and of course the audio that you're hearing is coming via the microphones on the device as well so you get a sense for the performance there and I will do my usual and approach Mo in an uncomfortable way so that you can see how it focuses on a human face but then I'll hold it longer than I should oh no so then he gets more,728.83,621.843,498.3289999999999
Unbox Therapy,G5QdOWHkkBU,Phone,Apple,uncomfortable and we get a we get the retention Spike that we're looking for okay the camera's really good look man like the camera is really good the camera's really good because I've been shooting videos for so long I had a video camera back in the day before anybody had video cameras like before smartphones even shot video think about that for a second couple of gray hairs in the beard over here the fact that we can shoot that caliber of video on this little guy is just a bit ridiculous honestly how different is it going to be if I'm saving some cash and grabbing the iPhone 15 regular 4K 60. iPhone 15 regular test smooth 1X audio coming through the microphone spin tomorrow is it 4K oh it's 4K okay okay that looks great as well man for for the average person it looks great as well this one's Gathering more fingerprints by the way as I'm using it you know what these fingerprints don't matter to me because I know I'm gonna slap a later case on here anyways just like that boom and just like that my titanium is mostly protected and covered and I'll just be holding on to this beautiful Kevlar instead without adding a tremendous amount of weight or bulk and yes we are taking orders for 15 pro pro Max 15 regular 15 plus so head over to the link in the description if you want to pick up a later case for yourself this is for people who want the absolute thinnest case possible extremely satisfying texture and extremely easy on and off capabilities satisfying in every way so how much are you really missing out on if you're still letting this live watt power adapter kick around well you're missing out on like over an hour's worth of savings recharging your device and we actually stacked the deck against anchors 20 watt in this case by having it recharge the bigger Pro Max model which obviously has a bigger battery to charge versus the 5 watt which only had to recharge the regular Pro 15 Pro so the pro Max charging off of the 20 watt nanopro power adapter that's two hours and 20 minutes from dead complete dead zero all the way to a hundred percent and the old school 5 watt power adapter took three hours and 40 minutes to charge up the iPhone 15 Pro from zero Dead all the way to full It's Time to Say Goodbye to these little units and replace them with far better units like the this one 20 watts versus 5 Watts it's an absolute no-brainer all right so there you have it iPhone 15 15 Pro 15 plus 15 Pro Max is it a revolutionary iPhone not really I told you my favorite feature is kind of a mundane one which is just USB type-c I like the material I like this idea of titanium I do like having this configurable action button I love the fact that Apple left it configurable I think my optimal device out of the bunch is probably the 15 Pro regular size I also think the 15 is probably a good value for a lot of people comparatively if you're in the Apple ecosystem if you're sticking with iPhone I don't think you have to have the pro model the standard model has gotten really good yes you're giving up some features and functionality but for a lot of people I talk to in public this thing is going to be a huge upgrade over what they currently have in their pocket the fit and finish is really nice it's well put together the colors leave something to be desired they're not super Punchy they're more subdued this year but who knows maybe some people will prefer that let me know down in the comments which model you're most interested in if you're gonna buy one at all or if there's some other smartphone that you have your eye on also make sure to go support our sponsors anchor and also of course later case if you want to slap an incredibly slim case on your brand new iPhone 15 15 Pro 15 Pro Max 15 plus or other smartphone thank you very much for your time foreign,1000.019,621.843,513.5020000000001
Unbox Therapy,9ZKKix2Tbcc,Phone,Apple,so the iPhone 15 just came out you are going to be receiving yours very soon or maybe you're thinking about buying one in the coming days so you're probably thinking about cases so I went out and picked up all the new options I decided to get the pro Max variant for these cases but of course this will apply to any iPhone 15 that you end up purchasing I want to get to the bottom of which is the best of the Apple cases also with a separate mention for later case as an option the iPhone 15 Pro Max Fine woven case that is a new style for Apple obviously as the name implies it's going to have a little woven texture it also coincides with their new woven wallet which will be a special mention and we'll see how that interacts with all these different cases because it's magsafe compatible does it work better with the woven case as opposed to the clear case or the silicone case now the pricing here is different I have Canadian prices in front of me the wall is kind of expensive 79 the line woven case also 79 clear case 69 and the silicone case the same price there so the woven has a price premium so it will have to be better in order to justify the extra 10 bucks so let's go ahead and actually start with the fine woven case I will select my favorite and I also want you guys to do the same let me know down in the comments hello what there's got to be a seal somewhere but I don't think so a little less smooth than usual for Apple honestly so I also want you guys to let me know in the comments section which of these you would choose are you leaning towards the woven the clear case or the silicone case so this is fine woven case it almost it has like a little Mark on it already right there a little Dent it is extremely fine woven actually I do like that texture it's much less like a linen type fiber and almost silky to the touch I think that's going to be satisfying for people I do question the long-term durability of it and maybe I will give it a couple of little scratches here's what it sounds,0.0,621.843,252.90300000000002
Unbox Therapy,9ZKKix2Tbcc,Phone,Apple,like at the moment oh there you can see those scratches already showing up I'm curious this this is going to be one of those ones where over time whatever sort of patina it develops might be something people appreciate Apple no longer making a leather case which obviously does that as well on its own is it going to be a pleasing type of long-term look or is it just going to look ratty I don't know now this is a full coverage case of course with magsafe built in you obviously have your various button maps including your new action button because this is the pro Max variant the remainder of the frame not fine woven at all this is some sort of plasticky rubber like material it's not unpleasant this is a strange material this fine woven material is it one of these recycled products apple is saving the universe ah the fine woven case is made from luxurious micro twill with a soft yet durable suede like texture to protect your iPhone the material may show wear over time interact action with magsafe accessories will leave slight imprints now it doesn't say anything about it being recycled material or anything like that it's just micro twill so you're going to have to be okay with something that doesn't necessarily look or steam this is what it's going to look like on your device huge cutout well anytime I'm looking at the entire cut out like this it always looks huge to me now when I compare it to the cases that we make but you do have a frame there so when you place it down it will sit above those lenses it's kind of tough to see but the frame extends beyond the camera lenses so there will be some protection there if we reach for the woven wallet I think we're going to have a pretty seamless integration here and you know what's interesting to me it's so fine woven that it almost feels like leather to the touch it does not feel like a fabric the fibers are so fine it almost interprets it leather light you slap this on to the mag safe case and that thing it's pretty solid on there so the combination of the magsafe wallet fine,129.66,621.843,251.94000000000005
Unbox Therapy,9ZKKix2Tbcc,Phone,Apple,woven wallet with the fine woven case is that you're having a two-fold sort of grip to it you're getting the grip of the magnet initially which is strong here but then also the texture itself those fine little teeth sort of dig in a little bit and you get a much more solid in and out of the pocket we'll test the new magsafe wallet with the other cases as well to see if that varies so next up we have the 15 Pro Max clear case each one is a slightly different unboxing experience now this has been around for a while this is for somebody who wants kind of a more traditional case feel it's clear you can actually see the magsafe components in this case maybe that's something you like so we slap the phone this is Sleek like I like the feel of it slick though from a grip perspective you're not feeling quite as confident and let's try out the wallet here the wallet is on there but it's definitely not not gripping as the other thing remember with all clear cases is they do tarnish a little bit over time unlike maybe a pleasing patina that might occur with the woven and definitely occurs with leather this is probably just going to look uglier over time and obviously you're going to get Little Fibers and things that go underneath that you're going to see it will look really fresh at first protection wise I think they're going to be comparable the clear case is ten dollars less if that's significant to you now the last is maybe the most classic of all because Apple has been making silicone cases for a very long time and I should mention by the way the colors I chose here are all colors that I personally like and would use this one is called storm blue it's a nice dark blue but you can get this thing in like a hundred different colors we pull the seal here the silicone is our last option and these always feel super smooth when you first pull them out however in and out of the pocket they just pick up a little bit more in terms of fibers and they stick a little bit on the entry and on the exit this one is lacking any stick whatsoever so it could,255.12,621.843,235.319
Unbox Therapy,9ZKKix2Tbcc,Phone,Apple,still slip out of your pocket in like basketball shorts I've had this experience this one is going to grip a little in the pocket but it also means when you go to pull it out of your pocket it might stick too much I wonder where the woven fits in that regard woven pocket test a little bit of grip but coming out clean and let's try with the wallet attachment pocket coming out clean and this is a relatively loose fitting pocket this is probably not going to slide out unintentionally it's all about finding this optimal grip when we were thinking about the later case it was like okay how do you make something thin and light but then it can at least solve certain problems like for example unintended pocket slip the woven does achieve the same thing this guy the clear well it has no friction whatsoever look at that that baby is flying so that's worth noting and then last up the silicone that is the stickiest of the bunch so if you really don't want that thing to slide out of your pocket this is going to do it over the course of a Year's Worth or years worth of using these things you start to notice these small differences particularly somebody like myself that looks at a variety of different options in this regard I do like this color this storm blue is pretty cool if we slap this one onto the phone this goes on very easy it has that nice soft microfiber interior and that's what it looks like from the outside once again this lip goes up Beyond The Hammer section and this is the same price as the clear your version so the silicone will be a popular choice just because people are familiar with it and comfortable with it and they can get whatever color and style they choose now the last up I do want to just highlight because we do have the later case ready to go for the new phones and these just slap on super easy this is an option for a person that really prioritizes sleekness and thinness and appreciates a woven-like texture but in this case through using aramid Kevlar fibers this is available in a few different colors,373.259,621.843,219.65999999999997
Unbox Therapy,9ZKKix2Tbcc,Phone,Apple,actually funny enough I was thinking like as a woven substitute you go with this coffee color and you still get the Stick of the magsafe wallet on the back now how does this hold actually it holds pretty well and this is just strictly through thinness I didn't want to add any weight to the case later case gives you another option but this video is all about analyzing Apple's offerings of course we'll have links to all of these cases in the description whichever is most suitable to you I think out of this bunch I would probably go for the woven I don't think I'm gonna like the way that this age is it's gonna have an aged look to it maybe that's not something that bothers you like for example I'm a fan of leather and I don't mind so much that it shows a little bit of wear and tear on it but it's important for you to know if you're a person that like the smallest scuff bothers you I probably wouldn't go this way each one has its benefits and drawback I know this one sticks too much in my pocket that drives me crazy in shorts for example when you're in the car and you're trying to Wrangle it and get it out of there this one probably doesn't grip enough for me and I'm not sure I'm a huge fan of the clear aesthetic and the Hues and tones that are available in the new woven texture are kind of to my taste as well so for me it would be the fine woven for you I hope you'll let me know in the comments which of the bunch you would choose and also which color you would go for so I hope this little breakdown gave you a little bit more insight into what to expect with each of the case options coming from Apple for the upcoming iPhone 15. maybe it helped you make your choice and obviously that's important at this time because everybody getting these brand new phones and you probably want to protect it and this is not the easiest choice in some ways it's harder to pick a case than it is to pick a phone you may have already known for a long time I'm upgrading my phone I'm getting that next iPhone but then it's like wait a sec I didn't consider case at all but hopefully this highlighted the differences between Apple's selection,483.18,621.843,219.041
Unbox Therapy,9x7gQU02UQ4,Phone,Apple,,0.0,0.0,0.0
Unbox Therapy,MFbovYPi4UM,Phone,Apple,so the iPhone 15 and 15 Pro uh well it just got announced yesterday big Fanfare you know usual uh Apple event people get excited for for new iPhones I was talking to Moe about it we're watching we're like wow iPhone 15 15 times we've done this I mean it's changed a little bit as far as these Keynotes are concerned but 15 times anyway a lot of people are interested and want to know hey which one should I buy and which one should I not buy or at least which one is best for me what is the preference and so forth now I can't necessarily know like I don't know exactly what your needs are but I'm gonna go through the ordering process in order to determine some of the things I think are like a better value these are very expensive phones and of course we've seen all the memes people saying oh it's the same phone over again well listen it has USB type-c all right and that's already a big enough Improvement for me to get interested plus I like titanium titanium's cool look look I don't know you decide what you want to do with your own two grand or 1500 or whatever it is but let's go through the ordering process and find out what I like and what I think you should and shouldn't pay for so the first thing you're going to see obviously is the decision between the 15 Pro and the 15. now I'm just going to go out and say it I think for a lot of people the 15 represents the better value for money especially if you haven't upgraded in a while and you've been resistant because of cost so let's go ahead and first look at the pricing on the 15. pre-orders are starting at 5 a.m on 9 15. you'll be watching this video before that and then they'll ship on 922 so pricing on the iPhone 15 starts at 7.99 of course apple is also going to show you you can pay it off over a couple of years that's the number one thing I don't recommend you do don't don't don't pay it off over 24 months if they're writing years and months you know that they're probably trying to finesse you a little bit all right so just avoid that pay it up front if you can trade in your old model I'll get to that in a second because there's probably ways to actually get more money for your old model if you can skip out on some of the convenience so 15 or 15 plus 6.1 inch display versus 6.7 this is kind of a big gap this is a substantial difference in your pocket I think the regular size is going to actually be optimal for the majority of people unless you are looking for enhanced battery and a slightly better multimedia experience otherwise these things are fairly interchangeable so I'm going to say if you go 15 go Baseline get in,0.0,621.843,327.6589999999999
Unbox Therapy,MFbovYPi4UM,Phone,Apple,there for 799 bucks because you're looking for value for money and well if you were looking for value for money I don't know that you'd be looking at an iPhone but if you're looking for value for money in an iPhone then I think the Baseline iPhone 15 is kind of the way you want to go now the next step is what kind of color should we get if we are going for Baseline you know me I would likely go for black but that is way too boring of a selection so I'm gonna go for this nice new blue which is Almost White and kind of confusing it's going to look something like this right here for the do not buy things to avoid I'm probably going to pick the yellow sorry yellow I mean you're barely yellow anyways so I haven't even really even I don't know what what or who I could offend I'm not sure that anyone I've talked to is a huge fan of this color it's not really vibrant enough to even call itself yellow it's more like urine in fact if you're talking about like this is a relatively healthy urine because it's lacking pigment the dehydrated urine may have been a better color than this type this color of urine the green I don't mind either but for me I'm going to say go ahead and go for the blue or the black those would be my preferences now when it comes to storage this is a topic of conversation here in the studio we have our ongoing debates over what is the right amount of storage and then how much do you want to have in the cloud what are you actually doing on the phone are you storing a lot of video and multimedia because that can eat up your storage and then bandwidth I suppose if you're constantly uploading and so forth so maybe I mean this is kind of a cop-out but probably the middle ground is where you want to be spend 100 more get the 256 over the 128. the 512 I think gets a little crazy going up to 1100 bucks I don't think I'm gonna recommend Max storage in either of these at least for my personal usage I find it I I personally am satisfied with cloud-based storage for most things where I would run into storage issues is if I was using one of these for Content creation where the vast majority of the footage I shot would be on one of these phones then maybe we can talk about 512 in this case or even the one terabyte on the pro model but that's just not my workflow I use cameras for the majority of like production so the majority of footage is being offloaded and sitting on cards and drives and so on so it's not such a big deal but this is a very personal thing however I'll recommend the middle ground of 256. now let's talk about trade-ins because Apple does want,164.099,621.843,331.0020000000002
Unbox Therapy,MFbovYPi4UM,Phone,Apple,your trade-in however they don't want your trade-in if it isn't an existing iPhone I thought this was kind of funny as you look at the website here it's like oh you have an iPhone 14 pro Max you have an iPhone 14 pro that'll be up to 570. maybe you've only got an iPhone 8 will give you 60 bucks for it but you get to the very bottom and it says oh we have some other options we have some s22s we have some pixels they're like okay those have a little bit of value to us they have a OnePlus 10t for 70 bucks that's kind of strange addition but I like the one at the bottom other recycling not one of these we'll take care of that for you we'll Chuck it right in the bin I would say in most of these cases you can get more money for your device than what they're offering like the 14 pro Max for 650 talk about a drop off however this is a convenience thing so if I were to say head over to eBay iPhone 14 pro Max now obviously there's a lot of people selling these right now but you can see some of the pricing still I mean this one's got 80 this is 81 bids 810 bucks we head back over to Apple's site and you'll get the same model up to 650 and that auction was still going on so you're probably going to get closer to a thousand this is no kind of Revelation like you probably already know this but if you're all about convenience you could do your trade-in directly on their website now the other thing to keep in mind you get almost nothing in the box anymore other than the device and the charge cable now the nice thing this year is you are going to get a USBC charge cable which brings me to today's sponsor which is our great partner over at anchor who have such a variety of USBC accessories to take advantage of with your new iPhone 15. first off is this little guy this is the Nano pro charger and look how tiny that is this is about the same size as Apple's old 5 watt power adapter and it's providing 20 watts of power Apple's old form factor matching this which was like five watts of power charge faster for a cheap price and in something that basically fits into your pocket so this is a 5 000 milliamp hour power bank that just plugs into the bottom of your new USBC iPhone how sick is that 22.5 watt capable power bank so fast charging power bank so then you've got this in out port on the side so we can charge up the power bank itself or charge other devices via this port and the whole thing folds down so look how pocketable that nice little type c unit is of course this is cross-platform since we're USB type c we're now plugging in to our Samsungs and our pixels and well,332.52,621.843,338.3999999999999
Unbox Therapy,MFbovYPi4UM,Phone,Apple,even our iPads because they were already on type c maybe you want a little bit more power plus it seems like you can just hang it up look how genius the little design will you hang it off something don't you and then anchor has other stuff for nice little desktop charging stations you know about anchor they've got something for everyone and now even more so for iPhone users since we can say goodbye to the lightning stuff all right so let's talk about the pro model which is going to be it's going to be my iPhone of choice so I gave you like a little bit of criteria for purchasing the non-pro and sort of what I would do in that case but for me personally the way to order is to get the 15 Pro and the reason I say for me personally is because I put a huge emphasis on the camera components and using these things for shooting photos and shooting video and that's why I gotta go all the way to the pro Max this time around yes they're a little bit large not for everyone great for multimedia battery life has been pretty good on many recent generations of iPhone I expect the same thing to happen here we're up to 1200 bucks now to start and we're into this kind of scale right here 6.7 inches that'll be 50 bucks a month for two years again careful with the payment program over there you know if you only got 50 bucks in a bank right now don't buy a 1200 phone just an opinion I don't know just just saying put 50 put 50 50 bucks into Apple stock because they're going to sell a few things all right so the colors over here they're more subtle I don't know sophisticated I don't really know what you want to call them there's been a lot of talk about these options and how nothing is vibrant enough I don't know this one's actually easy for me and it's that's weird because I expected to just pick up the black titanium and call it a day but I'm gonna flip it I'm gonna flip it around I'm gonna flip it upside down I'm gonna go with natural titanium and the reason being is because we have this new material now and and this showcases the fact that it's that new material the best if you're if you appreciate Material Science and you love the attributes of titanium then I want to be reminded on a regular basis that my brand new fifteen hundred dollar phone is made of titanium like oh I paid for something it's glass it's titanium it still watches YouTube and I respond to messages on it it's,501.66,621.843,323.86
Unbox Therapy,MFbovYPi4UM,Phone,Apple,titanium and glass fifteen hundred dollars it matches your Ultra watch if your bow run around in circles around the office training for a marathon so I'm gonna go for the titanium natural titanium model I get to the storage here and honestly for me because everything is so cloud and I'm not shooting a feature film I can get away with the 256 in this regard I think 128 is cutting it way too tight but I can get away with 256 the safer bet is 512. that's 200 more bucks and then one terabyte takes it to sixteen hundred dollars which is just like all right you got to know that you want it I think a lot of people that will step up to that are just those that want to have the maximum spec and never have to worry about anything and this is back into the category of like is this a Production Tool for you I don't know how many people are living in that in that Universe where they're shooting prores on their iPhone 14 pro Max or upcoming 15 Pro Max but if you if you are shooting prores and raw then this is going to take up a lot more space and all of a sudden the storage conversation is going to get a little bit different this is not something that I do on the phone on a regular basis it's fun to play with from time to time but if you were doing it on a regular basis you would quickly run out of storage so that's another consideration so things to avoid I think maxing it out I would say maxing it out would be a thing to avoid I would say avoid buying Apple's first party Chargers I would say if you go with the iPhone 15 regular go for the base and just up the storage ever so slightly and maybe pick this cool new blue color and if you go for the 15 Pro maybe take the max for the added camera functionality with the extra reach on the zoom probably don't sell your old one to Apple if you can put up with the hassle of selling it privately and probably avoid that new yellow color iPhone 15 another year another iPhone is it necessary no don't feel left out these are small incremental improvements every year now when I sit and watch The Kino and I go oh here we are on number 15. what does it do it still does roughly the same things for a number of generations now with slight incremental improvements if you don't think you need an upgrade you probably don't and I don't think you should stress too much about not having the 2G sitting around or the one grand or whatever it happens to be these are just my opinions obviously you have to do you as you've heard the phrase you know you better than anyone else but those are just my takes that is my take and when this pre-order opens up I'll be ordering a natural titanium 15 Pro Max with 512 storage [Music],664.68,621.843,336.33
Unbox Therapy,J9erzsZfV4A,Phone,Apple,iPhone 15 it just dropped and I want to know which color you like best is it gonna be this one what is that is that even yellow sort of I don't know but it,0.0,621.843,15.239
Unbox Therapy,J9erzsZfV4A,Phone,Apple,makes me hungry how about this one it's pink some said it's not pink enough hey what about if you want a pro model well guess what you got four shades of,7.859,621.843,18.18
Unbox Therapy,J9erzsZfV4A,Phone,Apple,similar or you can get a white one the other Pro colors I'm kind of looking sort of the same this one at least we can call it blue probably my favorite of,16.56,621.843,19.5
Unbox Therapy,J9erzsZfV4A,Phone,Apple,a bunch we've got their new gray which is a little tiny touch lighter can you tell the difference between those two or what I don't know yeah it's subtle it's,26.699,621.843,18.541
Unbox Therapy,J9erzsZfV4A,Phone,Apple,gonna be a really tough choice how about a little sky blue little light blue little pastel style blue I think will be a popular choice and then last up we got the classics white or black which are these are you gonna choose leave a comment let me know,35.88,621.843,31.48
