channelTitle,Video_ID,Product,Category,title,publishedAt,Comment_ID,Comment_Title,Comment_Creation_Time,Comment_Likes
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgwUz5By4HwQdX2Tz7x4AaABAg,"I love the insights you gave for a longer time period with the phone. I find myself more and more curious about iPhones as time goes by. I also love the callback to the apple presentations of old ""shot on the iPhone"" scenario.",2023-12-30T15:56:58Z,24
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgwJ13U0LhCpCQyF4f94AaABAg,your growth is incredible.. I can remember watching you on youtube back when I was looking into making a dual boot pc and you released a Hackintosh Pro video. Can't believe it's now 2024 - keep killing it man and thanks for everything.,2024-01-01T16:06:48Z,30
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,Ugw8Ip723Y8AEc5oOFt4AaABAg,Congrats with the new Turbo!,2023-12-29T16:12:09Z,1175
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgxNYzigM_9zIqF20hB4AaABAg,"Really enjoying the 15 Pro Max, what they did this year with the cameras is soooooo mint!💯😃",2023-12-30T02:13:25Z,111
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgyL54aI4T804PlA9l94AaABAg,"I upgraded from my iPhone 12 to the 15 Pro and felt guilty because I thought I should have waited a bit more. But now I feel better about it, and now I know I have a few things to learn about the camera. Its always a good advice to watch your videos!",2024-01-04T01:11:34Z,146
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,Ugx0A-ajl0m1hdv1Wg14AaABAg,"I could never justify constant upgrading, but after listening to  your reviews, I took a chance & chopped my Xs for the 15PM. No regrets, it’s brilliant. Thank you Marques.",2024-01-10T19:56:30Z,13
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgyQe7x2bQuf6jKsOYV4AaABAg,"Happy birthday!  I love you review man!  In-depth, informed, passionate, and honest!  Keep it up!",2024-01-01T03:12:13Z,8
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgwOtjM8NuhZoSEXfTt4AaABAg,"I’ve been using the 5x way more than I expected on my 15 Pro Max, the cameras in general are just incredible",2023-12-29T04:01:31Z,118
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,Ugzc1XQTwtnZLKEpTcJ4AaABAg,"The reveal in the end that it was shot on the 15 Pro this entire time, masterfully timed. Crazy quality",2023-12-30T02:08:21Z,13
Marques Brownlee,YmwskGLycHo,Phone,Apple,iPhone 15 Pro: 3 Months Later!,2023-12-28T19:52:58Z,UgxlTF3YGl5Bz3gSS2x4AaABAg,"Upgraded from iPhone 12 to 15 Pro. Really happy with the Natural Titanium color, new cameras and USB C (I can charge my phone and laptop with the same cable!). However I keep the default focal length to 28mm (1.2x), because I like taking pictures of my food and the new main camera seems to have a slightly farther focal distance than my iPhone 12. So 1.2x forces me to hold the phone slightly farther away from my subject so that it is properly in focus 

(I tend to avoid macro mode cause the photos from the main camera is still much better than the wide angle used in macro mode)",2024-01-01T13:37:36Z,5
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgyQmfJxzHx47dCxk794AaABAg,"I’ve upgraded from iPhone 11 to 15 and as a standard user, honestly as much as ridiculous this might sound but the biggest change for me day-to-day is just USB-C.",2023-10-03T02:05:59Z,9292
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgzstuTmRGD48QcbBVl4AaABAg,"The thing with the 60hz vs 120hz is that you do not notice that much of a difference when you upgrade. The problem is when you downgrade from 120hz to 60hz. The device feels almost broken and really outdated. It's the same with PC monitors. Once you go 120hz and above, 60 Hz feels like the monitor is broken.",2023-10-03T20:43:10Z,2115
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,Ugzkk5ZaVRqFKuYNmbR4AaABAg,"I upgraded from the 7 plus to 14 pro max last year and it felt like it was a  completely brand new experience, I personally find it better to not upgrade every year but wait some time to do so, as long as your phone is supported and working completely fine, verdict is take care of your belongings i.e your phone and you can skip a few upgrades until its totally necessary",2023-10-04T12:13:51Z,1069
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgznqWel5w3TWZ06iRN4AaABAg,I love how brutally honest and realistic this iPhone review is,2023-10-08T02:12:36Z,484
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgyF1YJ09UiRIc3G-MN4AaABAg,"Coming from an 11 I have some thoughts. USBC is great, especially because my iPad Air, Beats earbuds, Mac, and Switch all use it. The screen’s a massive upgrade too. I have twice the storage on here. The dynamic island is cool too. At first I thought it was just a little gimmick, but it’s genuinely useful to be able to pause media, skip songs, stop timers, etc. without having to leave whatever app I have open. I could list more of these little things, but ultimately they all add up if you’re coming from an older iPhone.",2023-10-03T18:52:15Z,632
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgzCmPg-Zc7A41Upxtx4AaABAg,Went from an 8 to a 15 last week. It’s so nice to not have to really worry about battery life now. I also love the new cameras,2023-10-19T21:38:38Z,537
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,Ugw1DTe8s1LYa7UxCix4AaABAg,I think the reason the 60hz thing is so frustrating is that it's difficult to find a phone released today that ISN'T at least 90hz or 120hz. It cannot be that expensive when most smart phones target 120hz now anyways. The only reason it's still 60hz is because of what Marques said; it is a way to differentiate the regular 15 from the 15 pro. And that's a shame. They are purposely making their base phones worse.,2023-10-03T01:48:09Z,4706
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgyoK9JC1pf54opmfVd4AaABAg,"I went from 6S to 15 :)
It was my first day with this gorgeous phone and I'm loving it",2023-10-21T18:34:05Z,97
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgxY9KqfBfVtZAYFReV4AaABAg,The voice isolation feature is actually really dope. That’s genuinely cool.,2023-10-03T17:54:57Z,404
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,Ugzd-yuNZIoBrQBZVL54AaABAg,"Upgraded from the X to the 15 and am very happy. Get great service (12 and lower don’t have extended lte chip), good battery life, no overheating issue (switch to low power mode while charging and using), and the raw photos and log video are amazing for work! Half gig download speeds on 5G walking out the door is crazy!",2023-10-12T04:32:17Z,68
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,Ugzbmu6T37E3smNPFel4AaABAg,I’m still using the iPhone 11. Not one iPhone after that has really made me want to upgrade. I’m sticking with the 11 this year still until the next iPhone comes out. The 11 still works like a charm!,2023-10-03T20:10:25Z,186
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgwycyH2itmdBxU8pXR4AaABAg,"Appreciate your reviews. Very informative, detailed and they seem honest. 👍",2023-10-12T15:55:53Z,28
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,Ugx2jNJfT05PfCxzA_F4AaABAg,"Great review as always, and I completely agree that the base models should be 90hz now. It's a small but very noticeable change that would make the phone feel a lot more premium with a 800$ price tag on it.",2023-10-03T00:00:30Z,1875
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgxvNNr_M6p_v4SzrEt4AaABAg,"I upgraded from 11promax to 15plus and I'm super happy. Originally I was going for the 15promax but after trying both phones it didn't really give me enough reasons to buy the pro. 
15plus battery is a monster, 100% recommended.",2023-10-04T07:25:17Z,77
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgzpW-hANV2TlVovS1p4AaABAg,For me I upgraded from iPhone XR to iPhone 15. I’m loving it and will probably upgrade when it’s at iPhone 19 or 20 (XXR). We will see what technology does in the future.,2023-11-03T06:59:54Z,12
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,Ugz0xQwIGInF8NIVZ3R4AaABAg,"Two days ago I upgraded from the iPhone 11 (which I purchased brand new in January of this year) to the iPhone 14 Pro (again, brand new). It feels much smoother with the 120Hz ProMotion display. The cameras are definitely way better. Always-on-display is something I really like. Saves battery.",2023-12-02T07:10:42Z,13
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgwwKW_Xe7YMMpW63V54AaABAg,"The voice isolation thing is a game changer 

I love the battery charge limiter too",2023-10-04T14:11:35Z,18
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgwCnFAPq3uCLH9Z3zF4AaABAg,"This is a huge upgrade for anyone who’s been using the older iPhones, I upgraded from iPhone XS to 15 and honestly I can see a huge difference and I love it. But for someone who’s been using the more advanced iPhones you will not see it the same",2023-10-14T03:41:33Z,37
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgyFBZ9wX0BiwV48gV14AaABAg,"Upgraded from an 11 after around 4 years. I'm happy with the screen, camera, and battery life. Shifting from an LCD screen to an OLED one is probably the biggest change. If you don't care how your screen looks, the iPhone 11 is still a very worthy device.",2023-10-03T13:05:40Z,793
Marques Brownlee,0X0Jm8QValY,Phone,Apple,iPhone 15 Review: Welcome to the Club!,2023-10-02T23:08:40Z,UgzO3XMCQEfKrG8d4N54AaABAg,"Thanks Marques, you’ve helped me make up my mind..will be upgrading from XR to 15 👍🏻",2023-10-03T19:46:12Z,5
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugz8KSdy-byqWkv2kU94AaABAg,Pro tip you can hold the RAW MAX button to change the mode without swapping to the settings app,2023-09-28T23:48:48Z,12690
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugy-Zap-S1y1M4UKvmV4AaABAg,It's great to rewatch the intro to this review having just watched the behind-the-scenes filming video of the intro by The Studio! High-end production work for a high-end product! Great work by the entire team!,2023-10-07T08:11:14Z,516
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgywpfF2pRySdffpNCN4AaABAg,OH MY GOD that intro! This is one of the few channels that consistently makes me re-watch a scene to appreciate the amazing cinematography / animation. Absolutely incredible!,2023-10-06T17:47:10Z,1004
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugw2xDgdvOWkFwFRjit4AaABAg,This channel is so high quality.  I'm sure MKBHD is filthy rich from it and it is well deserved when you see how much effort went into it. This is for sure the future of entertainment!,2023-11-22T08:45:25Z,65
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgyVIMMPGP7SHKeFkBt4AaABAg,"Watching this video from my iPhone 11, doing research into whether I should upgrade to the 15 or the 15 Pro… The fact that you held up the iPhone 11 next to the 15 Pro as a comparison was such a nice coincidence! 

Everyone always compares new phones with the most recent previous generation, which is always so unhelpful. (Your point about upgrading every year is so true!) 

Thanks for the great video!  🥰",2023-10-19T16:14:59Z,253
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgxqUQh8Raf9VSX_fSh4AaABAg,"I upgraded to the iPhone 15 pro today, coming from an iPhone 12 and honestly. It’s not so bad, I’m actually really liking it so far I love the bezels I love how nice the screen looks, I love the camera it looks great with the beautiful cinematic mode on video recording and the brand new little bar for notifications on the top still excited to see what other features this new phone is hiding but for one full day of use got to say I’m pleased and satisfied with my upgraded.",2023-10-29T23:03:14Z,267
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugw8zT3PA8UT0isaW394AaABAg,"I'm not here for Apple, I'm here for MKBHD's opinion",2023-09-28T22:06:09Z,28765
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgxD4wYaBqpxaAf6h0p4AaABAg,Consistently the best intros and reviews in the game. The level of production quality is miles ahead of any other tech channel for that matter.,2023-10-07T17:45:27Z,244
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgzDHXET8V866UDk4hd4AaABAg,"As someone who prioritises video quality over all other features on a new phone, I'm blown away by the quality I'm getting from my iPhone 15 Pro Max. I also don't see many people talking about the action mode when paired with the 5x zoom - it creates some insane parallax shots that are near impossible with my pro cameras.",2023-10-08T01:39:22Z,145
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugwu6qMlJVYovpZ9BNZ4AaABAg,"I’m jumping from an iPhone X to the 15 pro and as a parent, I’m 100% setting the action button to launch camera. I want the barrier to photo time to be as short as possible. I’ve gotten good at locking, waking, swiping right, but that takes timing and isn’t as fast as my kids are at doing funny things.",2023-10-12T02:08:51Z,13
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugx7UIDQi6hpjb0zUhd4AaABAg,"I upgraded from 12 to 15 pro. And one of the first things I noticed was the speaker, it sounds wayyy better.",2023-10-07T15:47:34Z,93
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugz_3zw2aylqQxJX8Yd4AaABAg,I agree with not upgrading every year. I personally had a 11 and just got the 15 pro makes it feel like a big jump in features.,2023-12-16T18:25:36Z,15
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugxc-d7eCvz1KnF8p5h4AaABAg,I love how Marques always takes his time and thoroughly tests products before releasing his reviews.,2023-09-28T22:09:58Z,3419
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,Ugz8kDL4Wz9ZWot9uPh4AaABAg,"I wish Apple would upgrade the microphones on their devices - It’s awesome to see all the camera upgrades, but audio is just as important!",2023-10-04T23:23:08Z,21
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgxfQevRFZ2NEkG1F8J4AaABAg,Writing this as I sit in my vehicle typing on my new iPhone 15 Pro Max I just bought. I’m coming from an 11 Pro Max that I’ve had since it came out. Everything you said and your main point overall is extremely spot on. I think people have oversight at times on trying to justify buying a new phone each year but that was never really practical anyway. Truth is when I get an Apple product it’s an investment and something I plan to keep for a 3-4 year period. My point is coming from and 11 pro max this 15 feels light years ahead. From the smaller “notch” to the overall “feel” IFYKYK,2023-10-28T23:14:08Z,58
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgysMDZp8fTIv7KzTu94AaABAg,"I got my 15 Pro yesterday and he’s absolutely right. In terms of YoY, it’s nothing special, but compared to my Xs I upgraded from, the difference is astounding.",2023-10-18T15:16:35Z,10
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgwYldkJvkhsnsbmUV14AaABAg,Muchas gracias por poner tu reseña en español. Te conocí por un YouTube en español que se llama tech santo al que le diste una entrevista con mucha humildad. Eres muy bueno haciendo reseña y lo haces muy profesional y objetivamente.,2023-10-04T16:34:16Z,11
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgyNHxzqHB5SfOP7J6d4AaABAg,"You are a great reviewer - one of the best I've come across.  The videos are arty, fun and informative but the biggest draw to you is your complete honesty and practical approach to reviewing these products. You are totally right about these new product releases - let's face it Apple and the rest of them want to you want to buy a new device every year but unless you review for a living it's really not necessary especially with what the listed changes/improvements are yearly.  Also - I like the fact that you are not gimmicky or flashy - just tell it like it is.  Really appreciate that. And you are very good at explaining the higher ""tech"" hardware and software upgrades and the use in the real world (especially to people who might be ""age"" challenged.",2023-12-05T16:15:13Z,6
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgwmEW4Vw9yDmKypugN4AaABAg,"This intro animation was a step above most of the other ones I’ve seen you guys make (although all of them are great), it was absolutely awesome!",2023-09-29T06:53:28Z,1681
Marques Brownlee,cBpGq-vDr2Y,Phone,Apple,"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28T22:01:44Z,UgxcjyecjD5RhGg5fkN4AaABAg,"I’ve been enjoying and benefiting from your iPhone videos for years. And you are so easy and fun to listen to. Even when it starts going over my head and you lose me, I still like listening. So thanks😊",2023-10-08T17:14:38Z,1
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgzFEKkYJDmFS706JJt4AaABAg,Always a vibe watching people changing their phones every year while my phone is growing with me,2023-09-19T13:07:45Z,24422
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,Ugx4WRFUCpHsGEbUAmJ4AaABAg,Love that new simple packaging design to peel off the two tabs,2023-09-20T11:48:28Z,922
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,Ugz9ustohLREJ6-jVu54AaABAg,"From simple tech videos to recognized by the largest tech company, mkbhd has seen unprecedented progress. Congrats Marques!",2023-09-20T11:08:55Z,673
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgxcbKZVdD_DC8rzGRl4AaABAg,Would love to see a comparison of the 3x lens photos quality between iPhone 15 Pro Max vs iPhone 15 Pro / 14 Pro / 13 Pro since the 15 Pro Max doesn’t have it anymore. I’m still using my iPhone 13 Pro using and loving the 3x camera the most. Currently I am not planning to upgrade since the 13 Pro is still almost perfect,2023-09-21T11:13:53Z,141
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,Ugz03MgpCgxMygY_Wj94AaABAg,"Great video. Straight to the point and no nonsense. 

I would love a “Is it worth upgrading” segment where you’d advice certain xs, xs max, 11, etc. users whether is it worth the hefty amount to upgrade.",2023-09-20T12:21:45Z,115
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgzGEE-Bndf_9uA2de94AaABAg,I was confused when this video started playing in spanish so just realised that Youtube added audio track :O now I can show this vídeos to my colombian friends . Thank u Marques!!!,2023-09-22T03:54:50Z,2
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgwbBgc9KQmtzKOsmtV4AaABAg,"I think it would be cool to see a “is it worth upgrading” type video. Where you compare the 15/15pro against previous generations of iPhone to see how many improvements have been made. I feel like a lot of people I know are hanging on to their iPhones longer nowadays, especially given how long they support their older devices. I myself am still rocking my 11 Pro Max in Midnight Green",2023-09-20T00:32:24Z,3222
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,Ugy0RE7XeEWECXUqQ5Z4AaABAg,I have been watching your videos since 2013. Its been 10 years and I love the growth!! Cheers to another 10 years.,2023-10-03T01:02:09Z,1
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgwmYP_Fj3LQESt8aWl4AaABAg,Action button assigned to Shortcuts + the accessibility double tap and triple tap on the back of the phone to do other actions will be pretty sweet.  I’ve had screenshot assigned to triple tap for a while now and that works out pretty well.,2023-09-20T08:37:05Z,22
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgwB2Ou0vGm7HIwSw8x4AaABAg,"I'd love to see how the pro and regular phones handle content consumption. If there's any changes or glitches and old cases fit in the new ones. The coloured glass seems really washed out in other videos. Also, how is the charging with the new braided cables? Which iPhone would be best for people who are heavy users but don't shoot video content.",2023-09-21T15:20:19Z,13
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgwlS8TXNrNKPB9AzKZ4AaABAg,I personally think that the action button would be more versatile if I could also customize the shortcuts on the Lock Screen. I could see the action button being interesting as a camera function if I could change that button on the Lock Screen to some other toggle,2023-09-20T13:03:29Z,25
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,Ugykcm4VZzTVQlOi50p4AaABAg,Would love to see a camera comparison between the 14 series and 15 series that goes over the issues with the 14's software engine and if there are any updates,2023-09-20T19:04:50Z,15
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgwT7CXyCpJ6lNdY5n54AaABAg,"I got my iPhone 15 Thursday. 

I like the frosted/satin glass back.   Much better than the glossy back on the 13.

I also noticed the curved edges of the display. It feels more comfortable to hold, although I always have my phone in a case. 

The Dynamic Island is much better than the notch.",2024-02-10T18:55:32Z,0
Marques Brownlee,piYf4gDthjY,Phone,Apple,iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19T13:01:15Z,UgwooEkQGHGVSTFzVHl4AaABAg,In the full review I would love to see some side by side comparisons between this year's iPhone 15 model and last year's iPhone 14 pro models. I think there's a great discussion to be had there since the prices are actually really close to each other and I'm wondering what the tradeoff is between the two!,2023-09-20T20:50:39Z,118
